timestamp,cpu_usage,ram_usage,disk_usage,network_in,network_out,disk_read,disk_write,temperature,process_count,anomaly
01:19:01,41.4,52.4,52.2,167,101,35,27,43.6,113,0
01:20:01,54.5,57.9,57.8,116,103,25,21,51.8,112,0
01:21:01,53.8,48.2,51.2,150,106,24,15,47.5,116,0
01:22:01,34.1,52.8,54.3,141,101,26,27,53.8,133,0
01:23:01,89.1,97.5,53.1,1042,1096,819,558,88.6,481,1
01:24:01,32.4,45.4,56.7,169,145,23,26,49.9,120,0
01:25:01,89.0,87.5,66.6,1105,1375,467,642,89.8,363,1
01:26:01,33.1,55.2,58.9,101,124,26,22,52.9,148,0
01:27:01,33.0,45.1,54.2,166,127,40,16,50.5,125,0
01:28:01,32.9,59.0,50.1,180,104,21,16,51.5,121,0
01:29:01,34.5,54.8,50.1,169,84,34,28,47.9,131,0
01:30:01,86.8,86.2,68.4,1361,1196,512,697,81.0,355,1
01:31:01,43.1,56.7,54.6,102,109,22,29,54.5,150,0
01:32:01,34.7,55.0,53.8,165,125,36,24,47.4,133,0
01:33:01,54.8,58.3,59.6,114,121,36,16,52.3,115,0
01:34:01,31.1,50.6,59.1,133,139,36,21,52.8,150,0
01:35:01,56.7,47.4,54.2,149,142,33,25,43.2,119,0
01:36:01,87.9,98.5,61.9,1030,1272,650,383,85.4,432,1
01:37:01,40.5,48.3,56.4,165,88,24,22,54.1,127,0
01:38:01,53.6,48.6,55.8,108,98,32,17,50.9,132,0
01:39:01,31.5,48.6,53.8,166,82,30,16,43.9,149,0
01:40:01,53.8,56.4,52.9,154,142,33,18,44.8,134,0
01:41:01,44.4,49.5,52.5,151,124,26,28,54.1,112,0
01:42:01,41.8,45.2,57.3,149,140,40,19,49.8,146,0
01:43:01,40.7,45.1,58.4,169,146,26,30,53.6,139,0
01:44:01,41.9,46.3,51.4,173,96,36,20,54.3,141,0
01:45:01,94.0,97.5,63.4,1072,759,898,452,85.0,440,1
01:46:01,56.6,55.7,53.3,135,105,40,23,53.3,121,0
01:47:01,46.4,56.1,58.0,133,144,21,24,48.5,125,0
01:48:01,87.4,90.4,66.5,1375,658,630,468,77.2,459,1
01:49:01,48.8,58.7,57.0,134,83,21,26,46.5,133,0
01:50:01,59.7,54.8,53.3,124,86,28,19,49.3,134,0
01:51:01,31.8,48.8,54.7,140,131,38,28,45.3,119,0
01:52:01,99.4,89.7,67.1,898,1370,813,610,85.1,537,1
01:53:01,93.7,97.9,65.4,787,1276,780,575,83.7,500,1
01:54:01,39.2,53.8,58.5,109,134,35,22,42.4,133,0
01:55:01,39.2,47.5,52.3,179,119,25,24,51.5,144,0
01:56:01,30.2,49.0,59.5,165,108,21,16,52.8,121,0
01:57:01,36.8,58.2,59.6,120,116,23,18,50.3,131,0
01:58:01,32.1,47.5,55.8,142,81,21,28,44.9,121,0
01:59:01,43.7,46.9,54.3,152,104,25,15,46.1,113,0
02:00:01,31.3,57.7,56.3,141,120,37,29,53.2,127,0
02:01:01,51.4,50.6,51.0,175,142,39,21,46.4,147,0
02:02:01,30.8,51.2,56.9,123,117,38,20,54.7,123,0
02:03:01,45.5,58.3,53.8,180,107,22,29,49.5,139,0
02:04:01,58.6,46.0,57.6,108,128,22,25,52.2,149,0
02:05:01,49.3,49.4,53.3,151,120,26,30,51.5,111,0
02:06:01,38.7,58.4,52.6,158,133,29,22,49.7,138,0
02:07:01,45.1,50.8,58.2,174,121,28,17,42.6,127,0
02:08:01,50.6,47.7,57.8,143,100,39,24,44.0,127,0
02:09:01,31.4,50.2,58.0,146,133,33,21,55.0,111,0
02:10:01,47.1,55.4,55.8,132,141,28,19,54.4,142,0
02:11:01,33.8,48.4,52.8,162,124,20,29,53.1,122,0
02:12:01,43.7,52.2,58.5,120,95,35,19,52.7,147,0
02:13:01,53.6,57.2,54.0,145,84,20,29,51.6,123,0
02:14:01,42.7,48.6,51.1,137,80,35,19,43.6,129,0
02:15:01,50.7,55.1,57.5,130,103,26,20,42.1,131,0
02:16:01,49.2,51.4,53.8,180,105,37,29,53.9,133,0
02:17:01,40.9,55.7,51.4,141,106,34,17,46.0,131,0
02:18:01,56.9,54.8,51.3,139,146,27,30,49.3,146,0
02:19:01,31.2,59.9,52.2,159,118,37,22,54.3,130,0
02:20:01,50.4,54.8,51.9,153,88,32,17,54.0,122,0
02:21:01,53.0,52.8,59.0,112,138,22,28,48.2,117,0
02:22:01,41.2,54.4,59.9,118,145,31,16,45.4,122,0
02:23:01,47.4,57.6,52.2,119,107,20,28,53.4,143,0
02:24:01,40.7,49.7,54.1,109,100,23,29,42.4,115,0
02:25:01,88.9,95.2,57.2,1471,1302,783,384,77.5,352,1
02:26:01,45.1,49.2,54.5,151,148,20,17,52.7,124,0
02:27:01,37.2,59.3,52.9,126,104,22,27,44.5,119,0
02:28:01,57.3,57.2,52.3,121,119,26,26,45.9,113,0
02:29:01,50.2,58.0,51.3,135,98,20,29,48.3,128,0
02:30:01,45.5,55.1,53.2,158,108,38,25,48.1,146,0
02:31:01,56.8,48.7,58.8,176,140,35,30,45.4,139,0
02:32:01,42.4,47.0,52.4,174,116,26,19,44.5,124,0
02:33:01,41.9,56.2,57.3,106,89,23,15,48.6,125,0
02:34:01,46.8,50.8,59.4,118,96,31,23,53.5,134,0
02:35:01,39.2,58.6,55.3,117,80,40,25,52.0,150,0
02:36:01,58.5,52.3,50.6,140,119,39,21,52.3,149,0
02:37:01,36.7,48.9,51.4,112,150,23,27,44.7,116,0
02:38:01,85.7,91.6,56.9,1004,1174,706,631,92.4,392,1
02:39:01,51.0,57.4,51.7,107,133,34,25,47.3,119,0
02:40:01,34.5,53.0,55.8,111,112,22,18,50.8,135,0
02:41:01,48.3,56.2,53.1,170,123,36,19,47.4,128,0
02:42:01,45.6,45.2,59.1,147,104,24,27,52.0,148,0
02:43:01,39.2,50.9,56.6,178,104,35,28,49.6,148,0
02:44:01,47.0,57.5,57.3,158,136,35,17,49.6,130,0
02:45:01,59.0,48.2,58.0,142,141,39,30,48.9,131,0
02:46:01,55.6,59.0,51.8,161,122,36,19,43.5,126,0
02:47:01,40.8,55.5,58.2,134,127,22,15,46.7,137,0
02:48:01,55.5,56.7,51.6,139,125,21,30,43.6,128,0
02:49:01,50.0,50.2,55.7,155,91,37,21,55.0,137,0
02:50:01,48.8,58.2,51.1,163,133,39,15,48.9,117,0
02:51:01,42.8,48.8,55.5,147,122,25,22,48.5,147,0
02:52:01,37.5,45.2,56.0,104,93,23,25,48.5,135,0
02:53:01,59.8,51.4,52.1,139,92,31,22,45.6,146,0
02:54:01,60.0,50.5,50.1,107,137,34,18,54.9,126,0
02:55:01,47.3,45.8,54.2,168,105,33,15,52.7,123,0
02:56:01,53.7,59.3,52.6,176,103,40,17,47.3,145,0
02:57:01,57.9,59.6,53.2,142,139,29,27,44.8,143,0
02:58:01,40.8,50.8,52.1,100,139,28,24,46.1,134,0
02:59:01,33.2,55.7,55.2,153,84,40,26,49.3,110,0
03:00:01,42.2,57.0,52.3,177,141,39,18,45.2,138,0
03:01:01,46.4,47.5,52.3,167,116,26,15,44.2,139,0
03:02:01,31.6,48.2,51.4,171,92,29,21,47.5,120,0
03:03:01,43.2,53.0,53.1,158,150,27,29,46.5,138,0
03:04:01,50.5,58.7,54.1,103,125,29,15,48.1,121,0
03:05:01,47.0,47.5,58.5,130,145,40,16,47.0,133,0
03:06:01,40.9,58.8,54.1,133,86,28,15,46.6,127,0
03:07:01,42.7,59.6,51.8,120,110,29,29,54.7,131,0
03:08:01,39.0,53.0,51.0,110,137,27,16,51.8,117,0
03:09:01,59.1,46.7,58.8,159,84,38,25,47.1,148,0
03:10:01,47.4,58.5,56.0,130,105,27,25,51.6,118,0
03:11:01,48.0,57.3,51.7,107,111,36,19,42.2,144,0
03:12:01,37.3,58.2,52.1,103,145,38,26,53.5,129,0
03:13:01,39.7,52.4,53.5,137,94,31,27,47.1,131,0
03:14:01,47.9,49.0,57.0,132,138,28,24,48.2,149,0
03:15:01,35.5,58.3,55.7,161,102,38,30,42.2,119,0
03:16:01,50.3,52.0,57.4,134,115,39,29,44.0,143,0
03:17:01,49.8,49.6,57.7,175,103,29,30,54.1,141,0
03:18:01,32.6,52.8,55.0,129,109,32,20,48.4,143,0
03:19:01,48.3,51.2,54.8,110,131,21,27,42.7,139,0
03:20:01,46.6,45.1,53.3,135,109,26,15,44.9,123,0
03:21:01,34.5,56.7,57.3,163,89,29,15,51.6,123,0
03:22:01,33.8,45.6,59.2,101,95,21,25,54.6,148,0
03:23:01,58.7,48.0,57.5,130,145,32,27,46.7,138,0
03:24:01,35.8,56.2,54.1,178,132,25,21,53.2,125,0
03:25:01,54.5,49.7,51.4,178,83,32,24,43.8,133,0
03:26:01,53.0,50.4,55.5,119,92,32,17,51.2,133,0
03:27:01,45.2,56.7,53.2,170,112,25,18,44.7,112,0
03:28:01,31.6,50.8,55.4,102,86,35,18,45.7,111,0
03:29:01,54.8,60.0,52.4,166,136,35,29,50.1,138,0
03:30:01,35.3,56.1,55.7,106,131,28,26,43.5,116,0
03:31:01,38.6,49.9,53.0,112,92,38,30,53.8,134,0
03:32:01,34.2,54.4,55.3,142,100,20,15,50.1,118,0
03:33:01,38.3,57.8,53.8,102,112,31,22,42.5,135,0
03:34:01,37.6,53.9,58.6,114,87,39,29,45.5,143,0
03:35:01,51.6,59.9,55.8,128,137,30,25,53.2,128,0
03:36:01,54.4,59.4,56.0,147,127,26,22,45.6,127,0
03:37:01,46.1,55.4,56.0,116,114,35,28,53.1,150,0
03:38:01,57.9,58.3,54.0,169,142,39,25,48.6,119,0
03:39:01,37.7,45.7,53.9,178,81,31,22,53.0,131,0
03:40:01,47.4,50.3,51.0,163,138,21,21,51.7,125,0
03:41:01,50.1,51.2,56.5,152,143,34,21,51.4,125,0
03:42:01,57.2,55.0,50.8,134,100,26,16,47.2,115,0
03:43:01,45.2,58.0,56.7,109,91,37,18,44.7,121,0
03:44:01,31.4,49.1,57.7,147,112,22,28,47.9,134,0
03:45:01,59.6,49.3,54.1,168,89,32,27,50.0,126,0
03:46:01,88.4,99.9,62.8,1292,935,713,632,90.1,579,1
03:47:01,36.0,55.8,59.5,160,141,32,18,52.6,148,0
03:48:01,36.0,58.7,51.9,179,126,21,27,51.8,141,0
03:49:01,35.7,49.6,57.7,106,103,33,19,42.2,110,0
03:50:01,50.7,57.8,55.8,127,114,36,19,46.6,128,0
03:51:01,85.7,86.9,53.3,783,1366,743,637,90.4,597,1
03:52:01,47.2,56.9,50.9,167,116,25,17,49.6,123,0
03:53:01,39.8,52.4,53.1,175,98,22,25,50.0,132,0
03:54:01,35.4,46.3,59.4,178,81,24,27,48.7,137,0
03:55:01,42.4,45.0,52.7,130,109,29,25,54.3,145,0
03:56:01,46.9,52.7,57.7,100,105,35,17,42.9,113,0
03:57:01,54.4,51.7,51.0,148,118,29,20,54.3,122,0
03:58:01,52.2,46.8,55.8,102,88,25,25,49.3,142,0
03:59:01,30.8,54.0,58.2,179,130,34,16,43.7,141,0
04:00:01,50.8,49.7,51.6,150,82,36,15,53.5,142,0
04:01:01,35.8,54.4,57.9,123,80,21,15,48.2,136,0
04:02:01,54.3,49.8,50.7,124,133,38,22,48.9,119,0
04:03:01,46.2,56.2,54.4,138,116,37,21,43.8,137,0
04:04:01,47.4,49.2,55.7,104,84,21,29,45.0,113,0
04:05:01,59.5,52.7,58.4,125,147,40,25,47.9,136,0
04:06:01,37.5,50.0,58.8,151,115,23,29,47.8,125,0
04:07:01,36.5,54.8,52.3,160,149,26,23,53.7,116,0
04:08:01,53.6,51.4,59.8,124,109,39,24,53.8,133,0
04:09:01,35.7,46.2,54.4,143,102,29,22,49.0,122,0
04:10:01,37.0,47.6,57.8,151,104,21,20,52.4,123,0
04:11:01,85.5,91.5,60.0,1171,1315,657,365,76.9,501,1
04:12:01,43.1,47.5,58.0,115,141,27,16,52.7,117,0
04:13:01,47.9,55.9,55.6,166,83,39,25,51.9,125,0
04:14:01,38.8,52.1,57.1,165,130,33,18,50.0,118,0
04:15:01,35.6,52.4,55.6,103,111,21,29,52.3,131,0
04:16:01,33.8,47.2,53.6,144,113,26,22,46.5,117,0
04:17:01,37.7,53.3,54.2,171,149,40,21,44.1,110,0
04:18:01,44.3,57.3,55.1,149,121,22,28,46.6,123,0
04:19:01,36.5,58.3,57.1,125,129,24,27,44.6,138,0
04:20:01,59.5,45.1,55.8,111,138,29,16,42.4,147,0
04:21:01,34.1,46.1,56.0,138,105,29,19,44.2,149,0
04:22:01,30.6,59.6,53.8,128,149,31,26,42.8,118,0
04:23:01,40.3,53.0,55.7,156,131,27,29,52.1,112,0
04:24:01,39.7,49.8,55.3,159,109,24,30,54.2,137,0
04:25:01,35.8,49.8,52.9,158,114,35,22,46.5,115,0
04:26:01,46.5,55.7,56.8,102,100,35,16,50.7,120,0
04:27:01,96.2,95.1,54.8,1269,1395,731,480,75.1,572,1
04:28:01,53.8,47.1,53.9,107,147,37,30,54.6,120,0
04:29:01,93.4,89.2,61.2,1284,808,564,484,89.4,457,1
04:30:01,38.6,58.3,51.5,107,82,25,22,44.1,140,0
04:31:01,32.7,45.0,58.0,163,113,23,25,50.9,129,0
04:32:01,40.7,46.0,50.4,109,147,25,25,42.3,142,0
04:33:01,89.8,85.6,60.6,1462,850,422,396,75.8,530,1
04:34:01,52.4,46.2,51.0,136,95,38,24,51.4,119,0
04:35:01,33.1,53.9,56.9,121,150,24,27,42.5,141,0
04:36:01,43.4,58.4,59.9,167,82,29,22,53.8,110,0
04:37:01,46.8,57.1,55.8,146,146,34,21,53.9,114,0
04:38:01,30.5,53.8,59.8,149,143,35,30,48.0,147,0
04:39:01,37.1,48.2,57.4,143,139,39,17,44.1,114,0
04:40:01,48.2,52.3,53.7,138,108,23,29,53.6,135,0
04:41:01,59.4,52.5,52.3,107,124,31,28,45.3,113,0
04:42:01,59.7,55.4,54.2,115,145,37,24,47.9,116,0
04:43:01,37.3,46.3,59.5,148,81,34,30,50.7,140,0
04:44:01,57.6,51.4,59.4,150,96,20,18,45.7,139,0
04:45:01,40.8,50.6,52.6,137,148,34,19,45.2,110,0
04:46:01,35.8,58.4,53.0,175,87,37,23,45.8,149,0
04:47:01,43.5,54.6,55.1,102,83,27,28,53.2,146,0
04:48:01,37.7,54.7,50.2,166,124,25,22,50.1,150,0
04:49:01,91.8,95.0,52.3,707,733,364,433,77.1,458,1
04:50:01,31.7,51.6,59.6,150,117,40,30,49.3,115,0
04:51:01,34.6,53.5,55.7,174,125,35,30,49.3,127,0
04:52:01,54.0,50.5,51.4,108,88,39,24,44.9,137,0
04:53:01,44.4,56.0,59.3,167,123,37,23,44.6,115,0
04:54:01,34.5,47.5,51.5,134,88,34,29,53.0,131,0
04:55:01,31.9,46.8,58.5,148,141,31,16,52.3,142,0
04:56:01,58.8,46.4,50.9,121,129,38,21,53.5,111,0
04:57:01,44.6,49.8,56.8,103,112,35,28,53.6,131,0
04:58:01,30.5,47.8,57.7,111,104,40,23,47.3,141,0
04:59:01,34.9,50.7,58.6,106,112,38,15,49.0,111,0
05:00:01,49.0,54.9,51.5,155,101,24,28,48.2,126,0
05:01:01,55.1,48.1,59.8,170,136,36,16,51.2,136,0
05:02:01,34.4,60.0,54.7,134,107,31,16,54.4,136,0
05:03:01,40.5,45.4,55.8,102,145,24,15,47.8,121,0
05:04:01,91.5,87.1,55.5,1172,726,373,716,93.7,467,1
05:05:01,44.3,45.2,52.5,154,81,21,21,51.5,114,0
05:06:01,42.9,55.9,54.0,145,92,22,29,44.1,120,0
05:07:01,50.5,58.7,55.8,167,92,28,15,48.4,128,0
05:08:01,54.8,50.0,52.8,150,107,24,17,54.3,118,0
05:09:01,43.7,51.5,57.8,177,81,22,30,52.0,110,0
05:10:01,40.4,58.9,55.7,167,133,24,18,45.3,114,0
05:11:01,49.1,52.6,58.2,147,103,23,17,53.2,142,0
05:12:01,43.6,57.9,52.1,150,102,30,16,45.8,140,0
05:13:01,56.1,55.0,57.6,114,119,31,21,50.2,148,0
05:14:01,37.0,49.4,59.6,117,133,23,18,43.1,137,0
05:15:01,53.7,50.1,55.4,166,129,40,29,48.5,120,0
05:16:01,34.3,47.1,53.4,154,105,35,28,42.2,139,0
05:17:01,45.4,58.0,50.2,130,147,26,28,49.0,123,0
05:18:01,41.2,56.4,59.9,143,150,32,15,51.7,150,0
05:19:01,34.4,55.3,50.9,103,149,35,24,51.1,113,0
05:20:01,48.7,54.2,52.4,113,107,26,23,43.7,110,0
05:21:01,37.6,50.5,56.3,126,88,22,26,50.4,119,0
05:22:01,30.2,56.6,56.2,140,121,20,30,49.6,117,0
05:23:01,35.8,46.8,54.5,146,124,32,22,54.1,128,0
05:24:01,38.1,45.6,55.1,145,91,37,27,50.1,150,0
05:25:01,33.7,51.0,50.6,130,83,37,25,43.1,147,0
05:26:01,31.6,50.4,58.6,125,115,22,23,44.4,116,0
05:27:01,53.3,46.3,56.9,152,112,20,16,50.0,127,0
05:28:01,30.2,48.2,56.6,135,140,40,29,51.7,147,0
05:29:01,37.8,45.4,59.3,151,147,31,22,44.2,131,0
05:30:01,40.6,50.2,53.3,154,101,28,29,42.6,142,0
05:31:01,51.8,52.3,51.7,157,131,34,16,49.4,142,0
05:32:01,44.0,49.5,57.4,157,124,24,20,53.5,139,0
05:33:01,35.2,57.5,59.6,123,114,23,26,49.1,140,0
05:34:01,40.0,55.6,50.9,148,106,37,28,48.5,136,0
05:35:01,39.6,54.9,51.1,133,144,24,17,48.3,129,0
05:36:01,59.2,57.0,52.7,122,98,33,20,51.2,112,0
05:37:01,33.0,50.3,53.7,127,143,22,15,45.3,131,0
05:38:01,35.8,45.3,55.5,152,140,29,26,49.5,146,0
05:39:01,45.0,51.8,59.2,127,140,32,17,51.5,122,0
05:40:01,91.9,96.1,63.4,1106,959,656,566,86.4,556,1
05:41:01,48.4,52.1,52.4,154,106,29,23,46.1,141,0
05:42:01,40.7,53.6,57.4,120,101,31,18,50.9,145,0
05:43:01,88.4,94.1,57.0,1386,1112,643,573,88.3,499,1
05:44:01,59.7,46.6,57.3,156,140,28,19,46.4,119,0
05:45:01,96.3,90.0,66.8,807,989,468,493,94.5,590,1
05:46:01,33.8,50.9,58.1,115,89,37,27,51.1,150,0
05:47:01,46.8,50.9,58.9,145,127,38,23,48.5,125,0
05:48:01,85.5,96.0,62.0,979,1022,699,324,83.4,370,1
05:49:01,56.3,48.9,50.2,117,103,40,19,42.5,113,0
05:50:01,40.5,48.1,54.8,126,117,23,21,49.1,127,0
05:51:01,38.3,55.4,55.6,158,127,38,27,45.8,118,0
05:52:01,52.4,46.5,55.2,157,116,27,26,52.9,116,0
05:53:01,49.0,46.6,56.6,115,108,25,30,54.6,138,0
05:54:01,33.9,59.0,53.2,151,145,29,18,51.2,114,0
05:55:01,59.7,47.7,51.3,102,128,32,29,49.7,121,0
05:56:01,32.7,53.4,50.7,167,91,23,21,42.8,132,0
05:57:01,31.1,46.6,54.8,117,125,24,22,45.8,129,0
05:58:01,44.7,47.2,55.3,165,148,24,30,52.4,129,0
05:59:01,31.4,55.9,58.5,146,112,30,29,51.6,111,0
06:00:01,47.6,54.3,51.6,123,137,40,26,51.4,118,0
06:01:01,36.9,53.6,54.6,156,99,26,24,48.4,119,0
06:02:01,30.2,58.5,52.5,113,116,33,25,52.3,122,0
06:03:01,38.4,53.5,58.6,179,97,30,15,45.7,127,0
06:04:01,31.6,56.8,55.6,160,104,27,24,43.5,111,0
06:05:01,48.1,50.9,53.2,149,119,23,16,48.4,139,0
06:06:01,52.0,53.3,57.3,163,85,27,19,51.3,134,0
06:07:01,38.3,49.8,55.6,180,120,40,18,46.2,110,0
06:08:01,50.4,46.1,55.7,122,148,26,19,51.3,112,0
06:09:01,58.0,54.8,54.2,173,108,31,21,44.1,111,0
06:10:01,48.0,54.6,57.7,155,130,22,29,53.5,118,0
06:11:01,42.3,48.3,55.8,143,118,31,24,43.9,123,0
06:12:01,52.1,45.6,53.4,149,100,28,28,52.7,137,0
06:13:01,57.3,53.1,58.2,177,147,29,25,54.1,139,0
06:14:01,42.6,51.3,58.9,161,99,33,27,45.2,112,0
06:15:01,30.3,46.5,50.1,155,135,26,16,53.7,137,0
06:16:01,30.7,47.2,58.9,133,120,27,20,45.8,138,0
06:17:01,46.1,48.8,58.0,101,150,35,26,51.6,113,0
06:18:01,39.8,50.6,54.7,167,118,29,20,49.3,122,0
06:19:01,32.9,49.4,58.1,107,109,30,30,46.4,126,0
06:20:01,33.1,53.4,56.4,177,119,35,25,45.8,111,0
06:21:01,46.0,49.6,56.4,101,89,20,27,54.1,115,0
06:22:01,56.2,51.0,59.0,127,104,29,19,44.9,117,0
06:23:01,42.2,47.0,53.4,160,95,21,23,50.7,135,0
06:24:01,37.9,52.3,56.3,156,94,38,19,53.7,123,0
06:25:01,35.3,55.7,51.5,139,81,25,23,52.0,126,0
06:26:01,54.5,53.4,50.4,169,85,20,15,54.0,135,0
06:27:01,38.4,55.0,53.4,115,111,37,28,45.7,120,0
06:28:01,49.1,52.5,58.5,177,109,31,23,54.9,112,0
06:29:01,58.7,52.7,50.3,111,109,31,29,51.7,124,0
06:30:01,43.4,49.2,51.4,150,144,40,29,50.4,119,0
06:31:01,37.0,48.2,54.1,174,84,36,28,54.3,115,0
06:32:01,50.5,51.6,52.8,106,92,22,22,53.7,141,0
06:33:01,36.9,55.0,59.2,132,106,38,19,50.6,148,0
06:34:01,50.2,54.3,55.0,159,107,28,17,44.4,116,0
06:35:01,59.5,47.8,53.2,179,149,37,21,43.8,112,0
06:36:01,37.3,58.4,55.6,139,103,23,27,45.5,115,0
06:37:01,45.6,58.6,52.2,135,97,36,26,44.1,114,0
06:38:01,36.7,51.1,58.4,163,119,20,17,44.9,122,0
06:39:01,91.9,90.8,59.5,985,1353,486,339,77.1,491,1
06:40:01,55.7,54.2,50.3,151,112,33,30,51.4,133,0
06:41:01,58.9,52.5,57.7,140,127,27,23,45.2,136,0
06:42:01,52.7,49.6,50.3,159,103,26,24,49.0,140,0
06:43:01,52.9,45.4,56.6,122,83,27,29,46.0,126,0
06:44:01,50.5,50.6,56.5,172,109,26,29,52.1,129,0
06:45:01,32.4,54.9,59.2,157,90,25,27,42.5,148,0
06:46:01,38.0,55.4,58.4,122,126,25,25,46.7,148,0
06:47:01,31.4,54.1,56.0,151,124,30,30,52.1,141,0
06:48:01,31.9,53.3,54.9,110,92,22,28,47.4,125,0
06:49:01,49.0,48.5,55.6,166,124,30,17,51.7,144,0
06:50:01,35.7,45.4,50.9,121,108,30,30,49.2,122,0
06:51:01,40.2,55.7,56.8,116,93,35,28,45.0,113,0
06:52:01,96.7,90.3,65.0,996,763,868,394,80.1,478,1
06:53:01,30.5,47.3,51.3,148,118,32,22,51.1,138,0
06:54:01,35.7,47.1,53.7,164,98,40,16,48.6,147,0
06:55:01,38.9,49.7,57.9,127,132,22,20,43.9,117,0
06:56:01,92.7,94.4,66.9,771,1361,533,525,80.2,380,1
06:57:01,96.2,97.5,52.1,1030,1212,521,633,86.5,366,1
06:58:01,43.7,47.3,50.7,171,117,21,28,54.3,123,0
06:59:01,51.2,55.0,56.6,158,95,32,29,52.9,122,0
07:00:01,45.2,51.4,51.9,179,150,40,18,51.1,145,0
07:01:01,31.5,49.2,56.1,160,100,27,16,48.2,124,0
07:02:01,55.3,51.2,54.0,112,90,22,29,44.0,148,0
07:03:01,50.5,49.8,52.1,130,102,39,28,53.1,122,0
07:04:01,49.5,52.4,59.7,176,110,25,28,46.1,136,0
07:05:01,48.1,54.1,55.8,130,122,27,27,54.8,130,0
07:06:01,44.2,49.7,54.4,148,148,24,28,51.2,138,0
07:07:01,90.0,89.5,58.7,937,918,508,782,93.2,363,1
07:08:01,50.5,50.8,54.5,123,148,21,30,51.3,114,0
07:09:01,58.9,46.3,51.8,153,124,35,25,50.8,110,0
07:10:01,56.9,51.5,50.3,118,94,34,24,48.3,136,0
07:11:01,50.5,54.3,55.4,124,134,21,15,43.1,120,0
07:12:01,44.3,59.5,50.1,153,111,27,26,52.9,139,0
07:13:01,36.5,46.7,56.8,129,96,30,20,54.7,148,0
07:14:01,36.7,54.2,58.1,125,112,22,26,54.8,143,0
07:15:01,44.8,56.2,52.0,110,141,35,29,51.6,127,0
07:16:01,33.2,48.0,52.2,162,90,37,25,44.0,120,0
07:17:01,44.4,46.1,53.4,171,131,35,27,53.4,139,0
07:18:01,43.8,55.1,52.7,101,98,40,27,47.7,140,0
07:19:01,42.2,58.2,53.3,154,104,32,17,54.8,121,0
07:20:01,95.9,85.4,56.8,1325,913,758,307,76.1,443,1
07:21:01,36.4,53.6,59.2,104,135,35,24,42.6,112,0
07:22:01,56.0,54.8,56.1,108,115,34,27,50.8,119,0
07:23:01,49.3,58.1,54.1,147,109,24,25,42.4,115,0
07:24:01,34.8,45.5,51.9,165,114,23,23,45.6,144,0
07:25:01,56.5,48.1,50.5,105,126,27,20,43.2,121,0
07:26:01,49.3,59.9,55.5,138,115,29,29,44.3,141,0
07:27:01,36.7,45.3,51.7,128,124,21,29,53.0,116,0
07:28:01,35.2,57.0,58.2,142,108,29,19,53.3,148,0
07:29:01,97.8,85.4,68.6,1240,981,824,742,79.7,408,1
07:30:01,37.7,53.1,51.9,106,147,25,20,42.5,121,0
07:31:01,49.6,47.1,57.4,158,98,30,28,43.5,148,0
07:32:01,35.8,56.4,54.5,176,127,28,29,46.0,116,0
07:33:01,32.4,58.3,57.5,120,90,29,19,52.1,149,0
07:34:01,39.7,50.3,57.2,106,128,20,28,50.3,127,0
07:35:01,43.7,50.5,51.4,124,109,21,28,46.8,127,0
07:36:01,59.1,53.2,53.1,119,141,35,18,45.9,141,0
07:37:01,96.3,85.7,67.9,1342,1203,665,648,93.0,444,1
07:38:01,40.5,51.0,53.6,112,101,36,27,44.3,127,0
07:39:01,51.8,52.6,59.4,133,138,27,30,50.8,123,0
07:40:01,48.6,52.0,55.6,108,120,25,29,43.9,111,0
07:41:01,36.7,48.0,55.4,159,121,28,21,45.1,113,0
07:42:01,59.6,55.4,59.1,180,85,22,20,53.9,116,0
07:43:01,54.4,55.3,56.0,150,144,33,27,42.9,121,0
07:44:01,35.3,53.9,54.2,141,99,40,29,44.8,115,0
07:45:01,52.0,48.9,54.9,127,110,28,16,49.0,125,0
07:46:01,49.6,46.7,59.2,114,87,34,27,45.3,120,0
07:47:01,40.6,46.3,54.5,143,128,26,25,43.9,142,0
07:48:01,30.3,52.4,59.5,175,112,20,19,43.9,130,0
07:49:01,53.8,55.5,55.2,148,97,33,18,44.2,124,0
07:50:01,30.5,49.8,54.0,116,100,24,22,42.4,136,0
07:51:01,34.4,54.5,50.3,117,104,35,24,42.3,136,0
07:52:01,85.3,97.5,61.3,1027,1325,592,457,90.4,373,1
07:53:01,30.3,54.8,54.6,109,101,23,29,53.6,127,0
07:54:01,32.0,52.3,52.1,157,94,38,28,51.0,113,0
07:55:01,45.6,53.3,56.8,115,109,30,22,50.2,150,0
07:56:01,32.1,49.5,55.0,110,93,36,27,53.8,130,0
07:57:01,33.1,53.3,58.9,165,102,21,19,51.8,120,0
07:58:01,53.2,46.9,52.8,138,133,24,21,54.3,140,0
07:59:01,54.1,48.6,59.5,158,104,34,21,48.1,145,0
08:00:01,45.5,57.4,51.3,101,104,22,30,54.3,115,0
08:01:01,31.3,56.6,51.3,105,115,38,28,46.3,116,0
08:02:01,37.1,55.6,50.1,147,109,27,22,54.9,118,0
08:03:01,44.6,49.6,57.6,127,94,25,25,47.3,115,0
08:04:01,58.4,50.6,54.5,149,129,22,17,43.0,112,0
08:05:01,45.7,54.3,53.7,179,123,23,23,43.5,117,0
08:06:01,53.8,54.7,51.9,165,134,34,22,52.8,139,0
08:07:01,46.2,54.1,54.2,172,82,32,26,49.5,116,0
